student_id,age,gender,academic_level,study_hours,self_study_hours,online_classes_hours,social_media_hours,gaming_hours,sleep_hours,screen_time_hours,exercise_minutes,caffeine_intake_mg,part_time_job,upcoming_deadline,internet_quality,mental_health_score,focus_index,burnout_level,productivity_score,prediccion,real,recomendaciones
3449,19,Other,Undergraduate,3.97,3.62,3.46,2.77,2.71,6.75,6.59,10,370,0,1,Average,1,19.42,55.53,15.83,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
4657,20,Female,Undergraduate,3.58,2.74,1.15,2.25,1.05,4.44,9.12,78,345,1,1,Poor,1,10.6,84.14,1.34,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Nivel de agotamiento alto - incluir pausas y descanso | Buscar apoyo en el servicio de bienestar universitario | Establecer rutina de sueno de minimo 7 horas diarias
687,16,Other,Undergraduate,4.48,4.38,2.74,4.27,2.34,9.51,6.85,46,344,1,1,Average,1,24.2,47.96,25.29,0,0,Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
3676,21,Male,Undergraduate,4.49,2.0,2.38,3.66,1.35,5.14,6.77,102,337,1,0,Average,3,16.48,58.08,22.42,0,0,Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio | Establecer rutina de sueno de minimo 7 horas diarias
2771,21,Female,High School,2.06,2.15,1.16,3.29,0.23,8.41,9.16,41,299,1,1,Good,5,29.58,55.29,16.36,0,0,Aumentar horas de estudio a minimo 6 horas diarias
2346,22,Other,Postgraduate,1.9,4.62,1.78,1.76,0.42,8.11,9.76,137,486,0,1,Good,6,23.62,37.71,15.37,0,0,Aumentar horas de estudio a minimo 6 horas diarias
3560,19,Other,Undergraduate,5.34,1.5,1.65,2.82,1.29,7.25,7.15,21,374,1,1,Average,8,33.8,71.04,32.79,0,1,Nivel de agotamiento alto - incluir pausas y descanso | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
3195,19,Female,Postgraduate,3.28,1.82,3.3,2.31,2.56,6.58,10.61,46,448,0,1,Poor,6,27.4,71.88,30.92,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Nivel de agotamiento alto - incluir pausas y descanso | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
1622,22,Female,High School,3.38,4.52,2.77,3.78,2.38,5.87,6.21,94,483,0,0,Poor,2,15.63,43.4,13.7,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio | Establecer rutina de sueno de minimo 7 horas diarias
4506,20,Other,Postgraduate,5.47,2.42,2.4,2.62,2.07,6.11,4.0,98,374,1,0,Poor,3,21.61,36.34,32.47,0,0,Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
997,20,Other,Undergraduate,4.6,1.43,2.46,3.24,2.63,8.37,7.06,147,97,1,0,Average,1,21.49,21.73,34.07,0,1,Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
2543,25,Female,High School,7.83,2.44,1.21,4.1,1.82,6.2,5.3,124,472,0,1,Poor,2,25.15,52.86,31.06,0,0,Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
2443,23,Male,Postgraduate,2.4,1.74,2.07,5.79,1.0,7.41,10.28,65,478,0,1,Good,1,10.18,53.27,7.58,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
2382,22,Other,High School,4.84,3.24,2.79,0.31,0.32,5.92,10.79,35,439,1,0,Average,1,27.23,72.6,18.9,0,0,Nivel de agotamiento alto - incluir pausas y descanso | Buscar apoyo en el servicio de bienestar universitario | Establecer rutina de sueno de minimo 7 horas diarias
4455,23,Other,Postgraduate,5.78,1.09,0.13,2.5,2.47,5.25,5.37,136,354,1,1,Good,5,23.99,70.88,27.47,0,0,Nivel de agotamiento alto - incluir pausas y descanso | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio | Establecer rutina de sueno de minimo 7 horas diarias
3240,20,Female,High School,0.25,1.91,2.2,3.53,0.92,5.78,7.37,132,165,0,1,Average,4,6.7,42.4,1.0,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio | Establecer rutina de sueno de minimo 7 horas diarias
1955,21,Other,High School,5.81,3.24,3.01,4.29,3.06,5.54,3.43,9,428,1,0,Poor,4,21.13,50.47,32.69,0,0,Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio | Establecer rutina de sueno de minimo 7 horas diarias
1592,19,Female,Undergraduate,3.46,2.37,2.57,4.4,0.26,5.19,4.75,96,223,0,1,Good,1,17.44,52.95,14.37,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio | Establecer rutina de sueno de minimo 7 horas diarias
2675,19,Other,Postgraduate,3.99,2.46,2.37,2.76,0.74,7.06,8.7,54,164,0,1,Good,4,25.11,45.53,27.39,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Buscar apoyo en el servicio de bienestar universitario
4799,24,Male,High School,2.67,3.14,0.67,3.33,0.89,8.07,9.12,88,270,1,0,Poor,6,27.21,45.13,19.77,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
815,20,Female,Undergraduate,1.2,2.78,1.83,2.86,1.48,6.83,4.67,19,147,1,0,Average,7,25.74,39.68,22.24,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
4759,25,Other,Postgraduate,3.4,2.28,2.04,0.05,1.59,6.72,5.0,59,108,1,0,Good,2,19.5,33.46,19.87,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Buscar apoyo en el servicio de bienestar universitario
2501,17,Male,Postgraduate,2.64,0.0,3.52,0.0,3.7,8.17,8.67,32,48,1,1,Average,5,27.09,49.59,22.51,0,0,Aumentar horas de estudio a minimo 6 horas diarias
1288,19,Other,Undergraduate,5.34,1.57,1.77,4.13,2.35,7.86,5.71,10,346,0,0,Average,3,11.63,29.94,29.75,0,0,Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
629,17,Other,Postgraduate,3.72,1.23,2.53,1.69,1.35,7.69,2.54,99,311,0,1,Poor,4,25.39,22.45,31.64,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Buscar apoyo en el servicio de bienestar universitario
3684,19,Other,Postgraduate,5.65,3.03,1.58,3.7,2.19,9.49,7.74,132,207,0,0,Good,5,20.74,12.67,34.98,0,0,Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
3643,22,Female,Postgraduate,2.99,4.26,2.62,2.24,1.94,7.64,5.67,57,228,0,0,Good,2,23.16,23.31,22.22,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
4101,21,Female,Undergraduate,3.18,2.03,3.79,3.66,1.74,6.95,4.82,8,281,1,0,Poor,9,30.16,49.29,36.03,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
3005,24,Other,Postgraduate,4.39,0.63,1.58,0.99,0.83,5.22,8.24,15,63,0,1,Average,3,24.0,58.97,20.06,0,0,Buscar apoyo en el servicio de bienestar universitario | Establecer rutina de sueno de minimo 7 horas diarias
2834,24,Other,High School,3.75,3.47,1.23,3.61,1.13,7.49,3.87,114,93,0,1,Good,5,28.18,34.36,33.53,0,1,Aumentar horas de estudio a minimo 6 horas diarias | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
1671,18,Female,Undergraduate,2.86,2.43,2.63,3.32,0.24,6.09,6.69,105,152,1,0,Good,5,26.22,45.51,29.38,0,0,Aumentar horas de estudio a minimo 6 horas diarias
4750,25,Female,Postgraduate,3.84,4.32,3.25,1.99,0.69,5.89,1.83,86,250,1,1,Average,1,27.95,54.27,12.23,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Buscar apoyo en el servicio de bienestar universitario | Establecer rutina de sueno de minimo 7 horas diarias
339,24,Female,Postgraduate,3.04,5.67,1.99,5.12,3.09,6.07,8.01,127,119,0,1,Average,4,20.29,32.83,32.08,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
822,22,Male,Undergraduate,2.74,2.99,1.67,1.7,0.78,5.42,4.93,10,313,0,0,Good,3,19.71,48.46,28.39,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Buscar apoyo en el servicio de bienestar universitario | Establecer rutina de sueno de minimo 7 horas diarias
4738,20,Female,Postgraduate,0.95,2.66,1.0,3.4,1.76,7.68,10.66,123,263,1,0,Poor,1,4.88,33.53,1.0,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
3380,25,Female,High School,4.1,2.48,1.07,3.46,0.89,7.28,10.81,42,441,1,0,Poor,4,25.17,48.56,28.32,0,0,Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
4589,22,Female,Undergraduate,5.45,3.28,1.8,1.88,0.77,7.38,8.46,90,329,1,1,Good,4,39.88,67.37,27.99,0,0,Nivel de agotamiento alto - incluir pausas y descanso | Buscar apoyo en el servicio de bienestar universitario
2362,19,Other,Undergraduate,3.41,3.8,0.61,2.76,0.07,6.55,10.33,16,288,0,0,Average,6,25.98,41.65,33.72,0,0,Aumentar horas de estudio a minimo 6 horas diarias
1745,22,Male,Undergraduate,3.51,2.09,2.31,1.11,2.2,7.02,1.83,148,430,1,1,Poor,8,38.94,49.58,36.27,0,1,Aumentar horas de estudio a minimo 6 horas diarias
256,22,Female,High School,2.51,2.28,0.86,0.0,1.06,7.1,6.79,77,86,1,1,Good,7,41.12,57.38,35.08,0,0,Aumentar horas de estudio a minimo 6 horas diarias
2433,19,Other,High School,6.22,2.73,3.37,2.12,1.55,4.66,5.5,120,307,0,1,Good,2,26.87,44.53,35.41,0,1,Buscar apoyo en el servicio de bienestar universitario | Establecer rutina de sueno de minimo 7 horas diarias
3064,23,Other,Postgraduate,3.02,1.03,2.0,2.72,0.0,4.81,6.38,61,124,1,1,Poor,3,26.46,78.21,10.94,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Nivel de agotamiento alto - incluir pausas y descanso | Buscar apoyo en el servicio de bienestar universitario | Establecer rutina de sueno de minimo 7 horas diarias
3820,18,Female,Undergraduate,0.89,2.81,1.67,1.41,2.08,6.36,7.22,5,471,1,1,Average,10,30.24,74.36,14.51,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Nivel de agotamiento alto - incluir pausas y descanso
3995,21,Other,Undergraduate,1.73,3.9,2.1,4.08,0.0,8.49,6.54,59,352,1,0,Poor,5,28.51,34.75,32.1,0,1,Aumentar horas de estudio a minimo 6 horas diarias | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
1905,19,Female,High School,4.43,0.81,1.51,3.72,0.21,8.21,10.84,133,196,1,0,Good,5,29.28,43.57,34.47,0,1,Revisar habitos generales con un tutor academico
1172,23,Other,Undergraduate,2.76,2.22,3.68,3.65,3.03,6.01,9.25,117,20,1,0,Good,6,18.29,41.89,16.66,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
409,19,Female,High School,2.86,1.15,1.51,5.1,2.29,5.96,9.77,40,92,1,0,Average,2,11.35,56.24,8.76,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio | Establecer rutina de sueno de minimo 7 horas diarias
3424,16,Male,Undergraduate,3.44,2.33,2.32,1.18,2.7,5.66,7.74,24,480,1,0,Poor,3,27.65,47.9,18.07,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Buscar apoyo en el servicio de bienestar universitario | Establecer rutina de sueno de minimo 7 horas diarias
1848,16,Male,High School,4.0,3.9,2.63,3.28,1.01,7.8,9.35,31,308,0,1,Average,2,17.04,47.34,19.47,0,0,Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
1359,25,Other,High School,1.0,2.1,2.39,4.77,2.77,7.11,8.65,38,263,1,1,Good,8,19.49,50.8,24.03,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
4269,22,Female,Undergraduate,2.35,3.95,3.78,3.7,0.87,7.45,8.15,139,203,1,0,Average,1,13.81,48.89,10.33,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
4181,19,Other,Postgraduate,2.55,1.23,1.03,4.32,2.14,8.27,5.07,135,444,1,0,Poor,4,16.65,37.17,17.78,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
4258,23,Male,Undergraduate,1.81,0.6,2.19,4.43,0.83,7.37,9.04,68,402,0,0,Average,8,26.21,39.0,21.05,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
1027,16,Male,High School,2.97,5.33,2.75,6.71,2.18,6.49,1.0,68,305,0,0,Good,3,16.66,26.75,33.94,0,1,Aumentar horas de estudio a minimo 6 horas diarias | Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
3567,22,Male,High School,2.1,1.22,3.77,2.78,1.37,7.28,6.09,57,284,1,1,Good,5,24.6,53.41,26.77,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
217,22,Other,Postgraduate,6.27,0.92,1.95,1.36,1.31,7.41,8.9,3,415,0,1,Average,2,24.13,61.15,23.62,0,0,Nivel de agotamiento alto - incluir pausas y descanso | Buscar apoyo en el servicio de bienestar universitario
4432,24,Male,Postgraduate,2.1,3.36,0.76,2.86,1.07,6.86,5.82,94,188,0,1,Average,7,19.72,38.04,28.14,0,0,Aumentar horas de estudio a minimo 6 horas diarias
3125,16,Other,High School,2.95,2.2,0.0,4.43,0.19,8.71,4.6,76,378,1,0,Average,6,25.43,30.62,26.38,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
3114,24,Male,High School,4.04,1.63,2.42,2.59,4.58,7.29,12.52,48,460,1,1,Poor,3,15.83,78.32,15.08,0,0,Nivel de agotamiento alto - incluir pausas y descanso | Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
4896,24,Female,Postgraduate,5.56,3.37,1.8,3.23,0.0,7.06,6.24,92,306,0,1,Good,1,24.47,47.94,19.56,0,0,Buscar apoyo en el servicio de bienestar universitario
2488,17,Female,High School,1.71,6.23,2.23,3.9,2.29,6.68,8.74,74,135,1,1,Good,3,21.96,62.76,10.91,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Nivel de agotamiento alto - incluir pausas y descanso | Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
2084,22,Male,Postgraduate,4.05,1.82,2.56,3.26,2.95,6.21,7.46,63,137,1,1,Poor,3,22.02,59.07,20.52,0,0,Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
4560,20,Male,High School,2.54,2.93,1.21,4.16,0.68,5.59,6.82,24,7,0,0,Good,2,14.55,44.33,17.04,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio | Establecer rutina de sueno de minimo 7 horas diarias
821,16,Other,High School,2.42,2.85,2.17,2.99,2.08,8.45,6.9,21,389,1,1,Good,1,9.8,61.59,1.0,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Nivel de agotamiento alto - incluir pausas y descanso | Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
1630,23,Male,Postgraduate,4.98,1.3,2.79,0.28,2.45,7.37,13.98,81,336,1,0,Poor,1,29.5,51.99,17.91,0,0,Buscar apoyo en el servicio de bienestar universitario
659,19,Female,Undergraduate,2.93,1.69,1.95,5.42,1.97,5.67,4.87,75,126,0,0,Poor,8,22.43,39.72,30.23,0,1,Aumentar horas de estudio a minimo 6 horas diarias | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio | Establecer rutina de sueno de minimo 7 horas diarias
1328,17,Other,Undergraduate,4.88,2.6,1.43,4.35,0.0,7.84,5.59,30,483,0,0,Good,1,13.24,39.72,12.09,0,0,Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
2772,21,Female,High School,5.39,3.25,0.18,1.75,0.32,7.26,3.53,127,401,1,0,Average,1,25.98,40.98,20.4,0,1,Buscar apoyo en el servicio de bienestar universitario
2783,21,Female,Postgraduate,4.97,2.57,2.86,2.4,2.59,8.13,9.13,86,346,0,0,Good,1,20.49,36.34,22.99,0,0,Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
4779,22,Other,Undergraduate,2.98,2.46,1.75,0.0,0.91,6.21,7.96,18,203,1,1,Poor,8,42.2,64.75,30.74,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Nivel de agotamiento alto - incluir pausas y descanso
2396,21,Other,Postgraduate,2.81,0.54,1.42,4.37,0.31,6.98,7.47,147,217,1,1,Good,7,13.77,48.28,18.47,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
2054,17,Other,Undergraduate,5.22,2.26,0.05,3.13,0.88,6.23,2.01,101,298,1,0,Good,3,27.46,34.07,34.16,0,1,Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
3430,23,Male,Undergraduate,5.26,0.64,2.68,2.62,2.62,8.53,3.07,97,400,0,0,Poor,1,16.64,13.48,35.88,0,0,Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
325,16,Other,Undergraduate,4.72,1.8,1.05,2.1,1.38,5.24,8.31,108,481,1,0,Poor,1,7.86,59.54,17.52,0,0,Buscar apoyo en el servicio de bienestar universitario | Establecer rutina de sueno de minimo 7 horas diarias
4002,23,Male,Postgraduate,2.08,1.55,2.33,2.68,1.6,8.65,6.48,103,204,0,0,Average,8,25.21,27.57,35.86,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
3807,20,Other,Postgraduate,1.02,2.0,2.16,3.93,1.96,6.49,6.21,31,304,1,1,Average,4,9.73,59.33,1.0,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
1173,24,Female,Postgraduate,3.27,1.37,2.45,5.49,0.8,9.07,4.8,81,179,0,1,Poor,3,15.59,23.46,24.01,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
4105,16,Female,Postgraduate,2.78,1.52,2.99,0.77,1.32,5.09,3.41,12,403,0,0,Good,3,17.06,50.1,11.51,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Buscar apoyo en el servicio de bienestar universitario | Establecer rutina de sueno de minimo 7 horas diarias
1185,22,Other,Postgraduate,4.48,2.76,1.55,1.51,2.31,8.0,8.21,95,12,0,1,Poor,4,35.24,45.98,34.84,0,0,Buscar apoyo en el servicio de bienestar universitario
1531,16,Other,Postgraduate,4.94,2.11,0.71,2.19,3.39,5.47,9.38,32,254,1,1,Average,4,30.18,72.29,32.83,0,1,Nivel de agotamiento alto - incluir pausas y descanso | Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio | Establecer rutina de sueno de minimo 7 horas diarias
1399,17,Male,High School,8.26,0.82,3.38,2.2,2.69,5.22,10.39,67,407,0,1,Average,2,27.11,63.88,40.24,0,0,Nivel de agotamiento alto - incluir pausas y descanso | Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio | Establecer rutina de sueno de minimo 7 horas diarias
3446,18,Female,Undergraduate,5.41,5.61,1.55,4.21,2.35,5.14,6.35,22,464,1,1,Good,3,25.73,75.31,31.83,0,0,Nivel de agotamiento alto - incluir pausas y descanso | Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio | Establecer rutina de sueno de minimo 7 horas diarias
2870,18,Male,Postgraduate,2.76,1.71,0.73,2.85,2.24,7.89,6.02,19,463,0,1,Poor,5,19.57,35.8,24.34,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
1395,18,Male,Undergraduate,4.86,2.37,1.92,1.25,1.58,5.97,4.75,2,214,0,1,Poor,2,22.41,49.03,18.41,0,0,Buscar apoyo en el servicio de bienestar universitario | Establecer rutina de sueno de minimo 7 horas diarias
1196,19,Other,High School,2.61,1.17,1.98,2.72,0.57,6.32,12.19,34,474,1,0,Average,6,25.51,49.97,22.19,0,0,Aumentar horas de estudio a minimo 6 horas diarias
1097,24,Male,Undergraduate,0.61,1.82,3.03,4.31,1.96,7.07,1.31,20,177,0,1,Average,2,8.59,41.72,1.0,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
3383,22,Female,Postgraduate,5.18,1.25,2.41,1.01,1.28,6.44,10.36,18,382,1,0,Good,3,27.69,57.5,31.34,0,0,Buscar apoyo en el servicio de bienestar universitario
2341,17,Male,High School,1.88,4.18,2.03,3.2,1.05,6.72,9.56,108,323,1,0,Good,5,29.06,55.9,30.5,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
2503,16,Male,Postgraduate,4.49,4.26,1.65,8.28,1.75,6.84,10.84,19,404,0,1,Average,9,23.99,69.93,31.69,0,0,Nivel de agotamiento alto - incluir pausas y descanso | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
2208,21,Female,High School,4.19,5.28,2.13,2.38,2.06,6.52,12.9,7,13,1,0,Poor,2,29.21,61.38,20.43,0,0,Nivel de agotamiento alto - incluir pausas y descanso | Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
1163,21,Other,Postgraduate,2.82,4.47,2.35,3.55,1.55,7.42,7.93,109,49,1,1,Average,2,25.65,49.78,23.95,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
3613,18,Other,Undergraduate,2.94,2.78,1.74,1.97,2.63,8.09,5.35,104,258,1,1,Average,9,31.23,48.11,36.23,0,1,Aumentar horas de estudio a minimo 6 horas diarias | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
4962,18,Female,High School,0.0,1.99,2.94,3.56,2.21,7.44,9.58,26,37,0,1,Average,3,11.1,44.03,1.21,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
1526,19,Male,Undergraduate,2.96,1.55,2.88,0.55,0.58,5.94,8.41,105,247,0,1,Average,7,36.59,59.95,24.12,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Establecer rutina de sueno de minimo 7 horas diarias
4533,17,Other,Undergraduate,3.51,0.35,1.61,5.72,1.44,5.21,7.81,29,120,1,0,Poor,1,17.61,49.14,16.59,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio | Establecer rutina de sueno de minimo 7 horas diarias
2354,21,Other,Undergraduate,5.11,4.75,1.05,2.42,1.39,7.63,5.05,81,224,0,0,Good,1,25.74,23.18,24.1,0,0,Buscar apoyo en el servicio de bienestar universitario
2224,18,Female,High School,2.73,1.45,3.13,1.63,2.57,6.28,5.14,129,127,1,1,Average,2,11.49,55.35,7.11,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
4233,23,Other,Undergraduate,7.07,2.23,1.71,2.0,1.71,5.29,9.18,132,48,1,0,Good,1,17.25,58.94,31.56,0,0,Buscar apoyo en el servicio de bienestar universitario | Establecer rutina de sueno de minimo 7 horas diarias
1790,20,Male,Postgraduate,4.76,2.8,2.16,1.91,1.02,4.73,4.62,4,403,0,0,Average,1,25.93,48.48,15.25,0,0,Buscar apoyo en el servicio de bienestar universitario | Establecer rutina de sueno de minimo 7 horas diarias
1934,17,Female,Undergraduate,6.37,4.21,3.33,7.73,2.77,5.79,9.51,21,392,0,1,Good,4,25.15,66.33,43.16,0,1,Nivel de agotamiento alto - incluir pausas y descanso | Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio | Establecer rutina de sueno de minimo 7 horas diarias
1183,17,Female,Postgraduate,3.7,1.84,3.05,3.05,0.64,6.96,5.72,92,394,1,1,Good,3,31.65,65.61,17.45,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Nivel de agotamiento alto - incluir pausas y descanso | Buscar apoyo en el servicio de bienestar universitario
2444,17,Female,Undergraduate,3.91,1.29,2.1,2.41,0.0,6.95,7.86,28,495,0,1,Poor,2,23.55,64.44,10.48,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Nivel de agotamiento alto - incluir pausas y descanso | Buscar apoyo en el servicio de bienestar universitario
2391,16,Female,Undergraduate,5.09,2.01,0.36,4.03,1.12,7.51,8.54,127,348,1,0,Poor,1,17.18,41.72,31.54,0,1,Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
1101,18,Other,Undergraduate,5.43,2.67,3.46,3.95,0.16,5.63,6.5,97,359,0,1,Good,8,25.32,63.73,44.29,0,1,Nivel de agotamiento alto - incluir pausas y descanso | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio | Establecer rutina de sueno de minimo 7 horas diarias
3604,24,Other,Undergraduate,5.09,2.83,4.19,3.23,0.94,6.78,6.05,29,387,0,1,Average,1,15.41,50.34,21.8,0,0,Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
